model-1602332482, 1602332502.639, 0.84, 0.1181, 0.83, 0.1241
model-1602332482, 1602332502.685, 0.9, 0.0808, 0.77, 0.1667
model-1602332482, 1602332502.727, 0.81, 0.1525, 0.76, 0.1624
model-1602332482, 1602332502.77, 0.85, 0.1261, 0.83, 0.1056
model-1602332482, 1602332502.812, 0.79, 0.1278, 0.86, 0.1172
model-1602332482, 1602332502.857, 0.88, 0.0854, 0.81, 0.1218
model-1602332482, 1602332502.902, 0.85, 0.1087, 0.85, 0.1123
model-1602332482, 1602332502.943, 0.85, 0.0998, 0.84, 0.1219
model-1602332482, 1602332502.985, 0.85, 0.1049, 0.8, 0.1427
model-1602332482, 1602332503.03, 0.82, 0.1366, 0.86, 0.1221
model-1602332482, 1602332503.075, 0.81, 0.1371, 0.8, 0.1423
model-1602332482, 1602332503.118, 0.81, 0.1306, 0.82, 0.1208
model-1602332482, 1602332503.164, 0.87, 0.1166, 0.81, 0.1428
model-1602332482, 1602332503.205, 0.87, 0.0979, 0.84, 0.1087
model-1602332482, 1602332503.248, 0.84, 0.1218, 0.87, 0.117
model-1602332482, 1602332503.292, 0.83, 0.128, 0.81, 0.1229
model-1602332482, 1602332503.333, 0.77, 0.1658, 0.72, 0.1656
model-1602332482, 1602332503.376, 0.88, 0.0989, 0.8, 0.1483
model-1602332482, 1602332503.424, 0.84, 0.1212, 0.88, 0.1011
model-1602332482, 1602332503.469, 0.83, 0.1145, 0.8, 0.1425
model-1602332482, 1602332503.512, 0.83, 0.1065, 0.86, 0.1256
model-1602332482, 1602332503.557, 0.84, 0.1231, 0.81, 0.1317
model-1602332482, 1602332503.603, 0.77, 0.1436, 0.81, 0.1342
model-1602332482, 1602332503.645, 0.87, 0.1183, 0.85, 0.1248
model-1602332482, 1602332503.691, 0.85, 0.1047, 0.85, 0.1062
model-1602332482, 1602332503.735, 0.81, 0.1411, 0.81, 0.1353
model-1602332482, 1602332503.778, 0.81, 0.1319, 0.85, 0.113
model-1602332482, 1602332503.825, 0.81, 0.1347, 0.83, 0.1229
model-1602332482, 1602332503.869, 0.78, 0.1446, 0.79, 0.1165
model-1602332482, 1602332503.923, 0.86, 0.1089, 0.83, 0.1138
model-1602332482, 1602332503.968, 0.86, 0.1083, 0.76, 0.1602
model-1602332482, 1602332504.011, 0.76, 0.1603, 0.73, 0.1734
model-1602332482, 1602332504.053, 0.79, 0.1567, 0.78, 0.141
model-1602332482, 1602332504.099, 0.86, 0.0999, 0.82, 0.1286
model-1602332482, 1602332504.145, 0.84, 0.0899, 0.81, 0.1413
model-1602332482, 1602332504.189, 0.78, 0.1559, 0.82, 0.1325
model-1602332482, 1602332504.242, 0.73, 0.1685, 0.8, 0.1535
model-1602332482, 1602332504.287, 0.82, 0.1364, 0.8, 0.1293
model-1602332482, 1602332504.331, 0.79, 0.1369, 0.81, 0.1293
model-1602332482, 1602332504.376, 0.87, 0.087, 0.8, 0.1252
model-1602332482, 1602332504.421, 0.87, 0.0959, 0.77, 0.1395
model-1602332482, 1602332504.466, 0.89, 0.1026, 0.82, 0.1299
model-1602332482, 1602332504.512, 0.71, 0.1739, 0.8, 0.1194
model-1602332482, 1602332504.553, 0.78, 0.1645, 0.7, 0.1836
model-1602332482, 1602332504.596, 0.78, 0.1466, 0.76, 0.1561
model-1602332482, 1602332504.642, 0.72, 0.1892, 0.8, 0.1419
model-1602332482, 1602332504.687, 0.79, 0.1485, 0.76, 0.1414
model-1602332482, 1602332504.73, 0.78, 0.1811, 0.83, 0.125
model-1602332482, 1602332504.775, 0.76, 0.1573, 0.81, 0.1536
model-1602332482, 1602332504.818, 0.84, 0.1057, 0.82, 0.1356
model-1602332482, 1602332504.86, 0.86, 0.1079, 0.76, 0.1528
model-1602332482, 1602332504.904, 0.79, 0.1411, 0.71, 0.1765
model-1602332482, 1602332504.948, 0.8, 0.1381, 0.77, 0.1511
model-1602332482, 1602332504.99, 0.81, 0.1283, 0.8, 0.1511
model-1602332482, 1602332505.037, 0.84, 0.1214, 0.83, 0.1247
model-1602332482, 1602332505.083, 0.78, 0.1418, 0.74, 0.1642
model-1602332482, 1602332505.125, 0.79, 0.1303, 0.69, 0.1839
model-1602332482, 1602332505.171, 0.83, 0.1262, 0.8, 0.1239
model-1602332482, 1602332505.213, 0.8, 0.1378, 0.71, 0.1996
model-1602332482, 1602332505.255, 0.81, 0.1341, 0.84, 0.1271
model-1602332482, 1602332505.302, 0.8, 0.1319, 0.84, 0.1159
model-1602332482, 1602332505.345, 0.84, 0.1106, 0.86, 0.1068
model-1602332482, 1602332505.388, 0.91, 0.1005, 0.81, 0.1417
model-1602332482, 1602332505.435, 0.84, 0.121, 0.77, 0.1628
model-1602332482, 1602332505.479, 0.74, 0.1747, 0.79, 0.1483
model-1602332482, 1602332505.522, 0.8, 0.1203, 0.81, 0.1253
model-1602332482, 1602332505.569, 0.83, 0.1107, 0.83, 0.1125
model-1602332482, 1602332505.611, 0.84, 0.1156, 0.77, 0.1666
model-1602332482, 1602332505.657, 0.79, 0.1472, 0.81, 0.1291
model-1602332482, 1602332505.691, 0.94, 0.0763, 0.73, 0.1915
model-1602332482, 1602332505.738, 0.88, 0.0934, 0.8, 0.1377
model-1602332482, 1602332505.783, 0.83, 0.1237, 0.84, 0.1238
model-1602332482, 1602332505.825, 0.78, 0.1519, 0.77, 0.1526
model-1602332482, 1602332505.872, 0.83, 0.1333, 0.79, 0.1383
model-1602332482, 1602332505.915, 0.88, 0.0973, 0.87, 0.1081
model-1602332482, 1602332505.958, 0.84, 0.1095, 0.83, 0.1298
model-1602332482, 1602332506.003, 0.82, 0.1434, 0.8, 0.1491
model-1602332482, 1602332506.047, 0.87, 0.119, 0.82, 0.1209
model-1602332482, 1602332506.091, 0.79, 0.1119, 0.81, 0.1206
model-1602332482, 1602332506.137, 0.85, 0.1144, 0.83, 0.1269
model-1602332482, 1602332506.179, 0.92, 0.0882, 0.8, 0.1222
model-1602332482, 1602332506.221, 0.91, 0.0774, 0.84, 0.1262
model-1602332482, 1602332506.268, 0.91, 0.0965, 0.79, 0.1451
model-1602332482, 1602332506.309, 0.89, 0.0818, 0.83, 0.1385
model-1602332482, 1602332506.354, 0.86, 0.1054, 0.83, 0.1352
model-1602332482, 1602332506.399, 0.81, 0.1373, 0.82, 0.1178
model-1602332482, 1602332506.444, 0.86, 0.1016, 0.87, 0.1155
model-1602332482, 1602332506.488, 0.77, 0.146, 0.85, 0.1077
model-1602332482, 1602332506.533, 0.82, 0.1167, 0.83, 0.1194
model-1602332482, 1602332506.576, 0.87, 0.1014, 0.84, 0.1262
model-1602332482, 1602332506.621, 0.85, 0.0981, 0.84, 0.1286
model-1602332482, 1602332506.665, 0.89, 0.0925, 0.78, 0.1528
model-1602332482, 1602332506.707, 0.81, 0.1203, 0.85, 0.1165
model-1602332482, 1602332506.75, 0.86, 0.105, 0.83, 0.1316
model-1602332482, 1602332506.792, 0.91, 0.081, 0.7, 0.1818
model-1602332482, 1602332506.837, 0.89, 0.0831, 0.82, 0.1139
model-1602332482, 1602332506.879, 0.87, 0.105, 0.82, 0.1213
model-1602332482, 1602332506.922, 0.78, 0.152, 0.84, 0.1286
model-1602332482, 1602332506.963, 0.8, 0.1308, 0.85, 0.1025
model-1602332482, 1602332507.008, 0.85, 0.1026, 0.82, 0.128
model-1602332482, 1602332507.054, 0.82, 0.1233, 0.8, 0.1483
model-1602332482, 1602332507.098, 0.89, 0.0907, 0.79, 0.1332
model-1602332482, 1602332507.146, 0.85, 0.1093, 0.75, 0.1713
model-1602332482, 1602332507.199, 0.79, 0.133, 0.86, 0.1056
model-1602332482, 1602332507.243, 0.84, 0.1072, 0.78, 0.1642
model-1602332482, 1602332507.286, 0.84, 0.1148, 0.84, 0.1125
model-1602332482, 1602332507.332, 0.9, 0.089, 0.77, 0.1485
model-1602332482, 1602332507.374, 0.84, 0.1174, 0.79, 0.1188
model-1602332482, 1602332507.417, 0.8, 0.1343, 0.81, 0.1449
model-1602332482, 1602332507.463, 0.82, 0.1403, 0.79, 0.1441
model-1602332482, 1602332507.508, 0.91, 0.0795, 0.81, 0.1231
model-1602332482, 1602332507.553, 0.89, 0.104, 0.8, 0.1318
model-1602332482, 1602332507.601, 0.89, 0.0996, 0.78, 0.1656
model-1602332482, 1602332507.65, 0.84, 0.1108, 0.7, 0.1916
model-1602332482, 1602332507.693, 0.85, 0.1089, 0.87, 0.1107
model-1602332482, 1602332507.738, 0.81, 0.1241, 0.81, 0.1276
model-1602332482, 1602332507.782, 0.87, 0.0866, 0.78, 0.1302
model-1602332482, 1602332507.824, 0.89, 0.0771, 0.83, 0.141
model-1602332482, 1602332507.87, 0.83, 0.1131, 0.81, 0.1349
model-1602332482, 1602332507.916, 0.86, 0.0961, 0.81, 0.122
model-1602332482, 1602332507.959, 0.9, 0.0779, 0.76, 0.1523
model-1602332482, 1602332508.006, 0.87, 0.1019, 0.85, 0.1174
model-1602332482, 1602332508.052, 0.92, 0.0856, 0.84, 0.1161
model-1602332482, 1602332508.096, 0.86, 0.1082, 0.86, 0.1137
model-1602332482, 1602332508.144, 0.83, 0.1111, 0.86, 0.1227
model-1602332482, 1602332508.193, 0.85, 0.1094, 0.81, 0.1109
model-1602332482, 1602332508.236, 0.89, 0.0821, 0.84, 0.12
model-1602332482, 1602332508.283, 0.79, 0.1532, 0.82, 0.1247
model-1602332482, 1602332508.326, 0.85, 0.1041, 0.8, 0.1342
model-1602332482, 1602332508.369, 0.8, 0.1516, 0.78, 0.1448
model-1602332482, 1602332508.414, 0.83, 0.1301, 0.83, 0.1375
model-1602332482, 1602332508.457, 0.9, 0.0942, 0.84, 0.1219
model-1602332482, 1602332508.499, 0.87, 0.0734, 0.81, 0.1247
model-1602332482, 1602332508.542, 0.92, 0.0711, 0.76, 0.1529
model-1602332482, 1602332508.587, 0.82, 0.1116, 0.81, 0.1269
model-1602332482, 1602332508.63, 0.89, 0.0771, 0.82, 0.1258
model-1602332482, 1602332508.676, 0.84, 0.1121, 0.81, 0.1328
model-1602332482, 1602332508.72, 0.85, 0.0933, 0.81, 0.146
model-1602332482, 1602332508.762, 0.78, 0.1274, 0.87, 0.1135
model-1602332482, 1602332508.806, 0.89, 0.0848, 0.84, 0.126
model-1602332482, 1602332508.851, 0.83, 0.1346, 0.84, 0.123
model-1602332482, 1602332508.893, 0.83, 0.1203, 0.83, 0.1094
model-1602332482, 1602332508.936, 0.79, 0.147, 0.81, 0.154
model-1602332482, 1602332508.978, 0.78, 0.1551, 0.79, 0.1473
model-1602332482, 1602332509.022, 0.86, 0.0839, 0.83, 0.1144
model-1602332482, 1602332509.069, 0.89, 0.0896, 0.86, 0.1091
model-1602332482, 1602332509.124, 0.89, 0.0796, 0.79, 0.1325
model-1602332482, 1602332509.168, 0.91, 0.083, 0.75, 0.1776
model-1602332482, 1602332509.214, 0.83, 0.1172, 0.88, 0.1024
model-1602332482, 1602332509.258, 0.84, 0.1241, 0.74, 0.1673
model-1602332482, 1602332509.301, 0.83, 0.1301, 0.84, 0.1271
model-1602332482, 1602332509.347, 0.86, 0.0948, 0.83, 0.116
model-1602332482, 1602332509.392, 0.94, 0.0707, 0.88, 0.1112
model-1602332482, 1602332509.436, 0.84, 0.1185, 0.78, 0.1438
model-1602332482, 1602332509.481, 0.87, 0.0974, 0.84, 0.1209
model-1602332482, 1602332509.526, 0.88, 0.1065, 0.78, 0.1447
model-1602332482, 1602332509.569, 0.84, 0.1085, 0.86, 0.1106
model-1602332482, 1602332509.612, 0.86, 0.0976, 0.8, 0.1388
model-1602332482, 1602332509.658, 0.89, 0.1, 0.76, 0.1667
model-1602332482, 1602332509.702, 0.8, 0.1531, 0.78, 0.1629
model-1602332482, 1602332509.747, 0.85, 0.1003, 0.82, 0.1213
model-1602332482, 1602332509.79, 0.83, 0.1153, 0.85, 0.1178
model-1602332482, 1602332509.832, 0.9, 0.0863, 0.81, 0.1223
model-1602332482, 1602332509.879, 0.89, 0.0853, 0.8, 0.1323
model-1602332482, 1602332509.922, 0.89, 0.0751, 0.79, 0.153
model-1602332482, 1602332509.965, 0.92, 0.0767, 0.81, 0.1355
model-1602332482, 1602332510.01, 0.89, 0.0822, 0.84, 0.1263
model-1602332482, 1602332510.055, 0.87, 0.0867, 0.85, 0.1112
model-1602332482, 1602332510.098, 0.87, 0.0929, 0.73, 0.1688
model-1602332482, 1602332510.145, 0.85, 0.1389, 0.82, 0.1176
model-1602332482, 1602332510.188, 0.88, 0.0803, 0.81, 0.1317
model-1602332482, 1602332510.23, 0.86, 0.104, 0.8, 0.1479
model-1602332482, 1602332510.276, 0.83, 0.1119, 0.82, 0.135
model-1602332482, 1602332510.321, 0.81, 0.1172, 0.85, 0.1198
model-1602332482, 1602332510.369, 0.84, 0.1217, 0.8, 0.1366
model-1602332482, 1602332510.415, 0.88, 0.088, 0.8, 0.1335
model-1602332482, 1602332510.457, 0.85, 0.1037, 0.85, 0.1072
model-1602332482, 1602332510.502, 0.83, 0.1139, 0.85, 0.1367
model-1602332482, 1602332510.548, 0.86, 0.1136, 0.83, 0.1282
model-1602332482, 1602332510.596, 0.9, 0.0791, 0.79, 0.1416
model-1602332482, 1602332510.639, 0.85, 0.1066, 0.83, 0.1308
model-1602332482, 1602332510.688, 0.86, 0.0881, 0.82, 0.1383
model-1602332482, 1602332510.732, 0.88, 0.0924, 0.77, 0.1562
model-1602332482, 1602332510.775, 0.81, 0.1209, 0.83, 0.1129
model-1602332482, 1602332510.818, 0.86, 0.1066, 0.86, 0.1042
model-1602332482, 1602332510.86, 0.9, 0.0728, 0.82, 0.1269
model-1602332482, 1602332510.903, 0.92, 0.0783, 0.83, 0.1154
model-1602332482, 1602332510.948, 0.91, 0.0807, 0.84, 0.1215
model-1602332482, 1602332510.99, 0.85, 0.1146, 0.8, 0.1399
model-1602332482, 1602332511.032, 0.89, 0.1017, 0.8, 0.1455
model-1602332482, 1602332511.078, 0.81, 0.1155, 0.8, 0.1466
model-1602332482, 1602332511.121, 0.89, 0.0921, 0.87, 0.1332
model-1602332482, 1602332511.166, 0.91, 0.0712, 0.83, 0.1208
model-1602332482, 1602332511.211, 0.78, 0.1508, 0.86, 0.1196
model-1602332482, 1602332511.255, 0.84, 0.1193, 0.84, 0.1178
model-1602332482, 1602332511.305, 0.87, 0.1134, 0.83, 0.1115
model-1602332482, 1602332511.352, 0.89, 0.099, 0.83, 0.1261
model-1602332482, 1602332511.395, 0.88, 0.0879, 0.82, 0.121
model-1602332482, 1602332511.439, 0.83, 0.1143, 0.82, 0.1281
model-1602332482, 1602332511.488, 0.89, 0.0901, 0.86, 0.1201
model-1602332482, 1602332511.533, 0.88, 0.0913, 0.8, 0.1264
model-1602332482, 1602332511.577, 0.87, 0.0788, 0.82, 0.1148
model-1602332482, 1602332511.621, 0.86, 0.1071, 0.86, 0.1136
model-1602332482, 1602332511.667, 0.8, 0.137, 0.79, 0.1447
model-1602332482, 1602332511.71, 0.88, 0.0809, 0.76, 0.1628
model-1602332482, 1602332511.755, 0.88, 0.0822, 0.85, 0.1191
model-1602332482, 1602332511.798, 0.86, 0.1008, 0.82, 0.1344
model-1602332482, 1602332511.842, 0.87, 0.0979, 0.77, 0.1546
model-1602332482, 1602332511.894, 0.83, 0.1147, 0.8, 0.1376
model-1602332482, 1602332511.936, 0.85, 0.1115, 0.79, 0.1386
model-1602332482, 1602332511.979, 0.91, 0.0767, 0.8, 0.1401
model-1602332482, 1602332512.025, 0.86, 0.1194, 0.84, 0.1341
model-1602332482, 1602332512.069, 0.88, 0.0936, 0.78, 0.1551
model-1602332482, 1602332512.113, 0.86, 0.1142, 0.82, 0.1249
model-1602332482, 1602332512.169, 0.93, 0.0652, 0.82, 0.1213
model-1602332482, 1602332512.214, 0.82, 0.1348, 0.81, 0.1378
model-1602332482, 1602332512.264, 0.85, 0.1118, 0.76, 0.1546
model-1602332482, 1602332512.31, 0.9, 0.0853, 0.83, 0.1287
model-1602332482, 1602332512.353, 0.85, 0.1068, 0.82, 0.1412
model-1602332482, 1602332512.396, 0.86, 0.1046, 0.82, 0.1315
model-1602332482, 1602332512.443, 0.79, 0.1465, 0.8, 0.1292
model-1602332482, 1602332512.488, 0.81, 0.1229, 0.82, 0.1433
model-1602332482, 1602332512.532, 0.88, 0.107, 0.79, 0.1268
model-1602332482, 1602332512.578, 0.9, 0.0864, 0.85, 0.1092
model-1602332482, 1602332512.624, 0.9, 0.0756, 0.79, 0.1448
model-1602332482, 1602332512.671, 0.86, 0.091, 0.85, 0.1209
model-1602332482, 1602332512.714, 0.9, 0.0689, 0.76, 0.1549
model-1602332482, 1602332512.757, 0.81, 0.1347, 0.84, 0.1169
model-1602332482, 1602332512.8, 0.84, 0.1144, 0.79, 0.1404
model-1602332482, 1602332512.845, 0.87, 0.1012, 0.85, 0.1051
model-1602332482, 1602332512.888, 0.92, 0.0677, 0.85, 0.12
model-1602332482, 1602332512.93, 0.84, 0.1072, 0.84, 0.1049
model-1602332482, 1602332512.984, 0.88, 0.0946, 0.84, 0.1142
model-1602332482, 1602332513.026, 0.89, 0.0842, 0.86, 0.0977
model-1602332482, 1602332513.073, 0.82, 0.1205, 0.8, 0.1425
model-1602332482, 1602332513.118, 0.85, 0.1133, 0.84, 0.1239
model-1602332482, 1602332513.159, 0.87, 0.1025, 0.83, 0.1396
model-1602332482, 1602332513.203, 0.85, 0.1141, 0.81, 0.1204
model-1602332482, 1602332513.249, 0.92, 0.07, 0.77, 0.1472
model-1602332482, 1602332513.299, 0.84, 0.1216, 0.78, 0.1623
model-1602332482, 1602332513.348, 0.79, 0.1359, 0.78, 0.1507
model-1602332482, 1602332513.393, 0.83, 0.1165, 0.81, 0.126
model-1602332482, 1602332513.434, 0.89, 0.0796, 0.83, 0.1366
model-1602332482, 1602332513.478, 0.87, 0.0897, 0.78, 0.1519
model-1602332482, 1602332513.522, 0.83, 0.1027, 0.76, 0.1872
model-1602332482, 1602332513.566, 0.84, 0.1203, 0.81, 0.1289
model-1602332482, 1602332513.609, 0.81, 0.1374, 0.84, 0.1141
model-1602332482, 1602332513.654, 0.8, 0.1175, 0.84, 0.1324
model-1602332482, 1602332513.7, 0.89, 0.1148, 0.79, 0.1544
model-1602332482, 1602332513.742, 0.86, 0.1031, 0.84, 0.1182
model-1602332482, 1602332513.786, 0.87, 0.119, 0.82, 0.1344
model-1602332482, 1602332513.83, 0.81, 0.1051, 0.86, 0.1022
model-1602332482, 1602332513.872, 0.92, 0.0876, 0.83, 0.1199
model-1602332482, 1602332513.915, 0.79, 0.1374, 0.78, 0.1333
model-1602332482, 1602332513.958, 0.79, 0.1214, 0.83, 0.1285
model-1602332482, 1602332514.002, 0.85, 0.1072, 0.79, 0.1575
model-1602332482, 1602332514.046, 0.84, 0.1096, 0.78, 0.1491
model-1602332482, 1602332514.089, 0.83, 0.1362, 0.82, 0.1522
model-1602332482, 1602332514.132, 0.86, 0.1032, 0.83, 0.1174
model-1602332482, 1602332514.178, 0.92, 0.0674, 0.78, 0.1425
model-1602332482, 1602332514.22, 0.85, 0.1298, 0.77, 0.1434
model-1602332482, 1602332514.263, 0.82, 0.1342, 0.81, 0.1592
model-1602332482, 1602332514.307, 0.83, 0.1283, 0.78, 0.1477
model-1602332482, 1602332514.35, 0.77, 0.1489, 0.81, 0.1365
model-1602332482, 1602332514.393, 0.86, 0.0833, 0.86, 0.0968
model-1602332482, 1602332514.438, 0.86, 0.0961, 0.83, 0.1251
model-1602332482, 1602332514.483, 0.88, 0.0989, 0.73, 0.1915
model-1602332482, 1602332514.527, 0.74, 0.1731, 0.78, 0.1607
model-1602332482, 1602332514.575, 0.75, 0.1819, 0.82, 0.1528
model-1602332482, 1602332514.618, 0.82, 0.1523, 0.81, 0.1313
model-1602332482, 1602332514.663, 0.75, 0.1628, 0.73, 0.1716
model-1602332482, 1602332514.724, 0.9, 0.0867, 0.77, 0.1733
model-1602332482, 1602332514.769, 0.82, 0.1277, 0.77, 0.1837
model-1602332482, 1602332514.81, 0.8, 0.1439, 0.77, 0.1567
model-1602332482, 1602332514.853, 0.88, 0.09, 0.85, 0.1143
model-1602332482, 1602332514.897, 0.83, 0.0979, 0.84, 0.1026
model-1602332482, 1602332514.941, 0.85, 0.1177, 0.83, 0.1209
model-1602332482, 1602332514.985, 0.85, 0.1121, 0.85, 0.1147
model-1602332482, 1602332515.026, 0.87, 0.0916, 0.79, 0.1466
model-1602332482, 1602332515.07, 0.83, 0.1052, 0.81, 0.1536
model-1602332482, 1602332515.117, 0.81, 0.1396, 0.8, 0.1257
model-1602332482, 1602332515.16, 0.77, 0.1473, 0.77, 0.1619
model-1602332482, 1602332515.204, 0.88, 0.0961, 0.79, 0.1479
model-1602332482, 1602332515.249, 0.85, 0.1103, 0.77, 0.1516
model-1602332482, 1602332515.295, 0.83, 0.1126, 0.82, 0.1439
model-1602332482, 1602332515.339, 0.84, 0.1225, 0.8, 0.141
model-1602332482, 1602332515.385, 0.9, 0.0873, 0.79, 0.1466
model-1602332482, 1602332515.428, 0.92, 0.0848, 0.78, 0.1294
model-1602332482, 1602332515.473, 0.89, 0.0993, 0.83, 0.1168
model-1602332482, 1602332515.53, 0.81, 0.1316, 0.84, 0.1184
model-1602332482, 1602332515.576, 0.87, 0.0948, 0.86, 0.1258
model-1602332482, 1602332515.619, 0.85, 0.0954, 0.79, 0.1534
model-1602332482, 1602332515.665, 0.87, 0.1017, 0.77, 0.141
model-1602332482, 1602332515.709, 0.77, 0.1473, 0.84, 0.1118
model-1602332482, 1602332515.742, 0.92, 0.0658, 0.77, 0.1709
model-1602332482, 1602332515.789, 0.9, 0.086, 0.74, 0.1657
model-1602332482, 1602332515.831, 0.87, 0.1039, 0.75, 0.1707
model-1602332482, 1602332515.875, 0.8, 0.1467, 0.78, 0.1783
model-1602332482, 1602332515.923, 0.77, 0.1518, 0.87, 0.0999
model-1602332482, 1602332515.967, 0.87, 0.1028, 0.73, 0.1705
model-1602332482, 1602332516.011, 0.83, 0.1186, 0.82, 0.1396
model-1602332482, 1602332516.056, 0.83, 0.1346, 0.79, 0.139
model-1602332482, 1602332516.102, 0.84, 0.1154, 0.81, 0.1472
model-1602332482, 1602332516.145, 0.82, 0.1075, 0.8, 0.1272
model-1602332482, 1602332516.191, 0.83, 0.1231, 0.79, 0.1269
model-1602332482, 1602332516.234, 0.89, 0.0848, 0.86, 0.1084
model-1602332482, 1602332516.277, 0.92, 0.0688, 0.87, 0.1072
model-1602332482, 1602332516.321, 0.89, 0.0862, 0.79, 0.1364
model-1602332482, 1602332516.366, 0.9, 0.0738, 0.84, 0.128
model-1602332482, 1602332516.408, 0.87, 0.095, 0.8, 0.1394
model-1602332482, 1602332516.454, 0.86, 0.1128, 0.82, 0.1287
model-1602332482, 1602332516.498, 0.91, 0.0793, 0.81, 0.134
model-1602332482, 1602332516.54, 0.84, 0.1224, 0.82, 0.1455
model-1602332482, 1602332516.586, 0.87, 0.1129, 0.8, 0.1273
model-1602332482, 1602332516.63, 0.84, 0.101, 0.85, 0.1217
model-1602332482, 1602332516.673, 0.86, 0.0826, 0.8, 0.1396
model-1602332482, 1602332516.716, 0.9, 0.0772, 0.85, 0.1092
model-1602332482, 1602332516.758, 0.91, 0.0824, 0.82, 0.1432
model-1602332482, 1602332516.8, 0.85, 0.1048, 0.84, 0.1186
model-1602332482, 1602332516.844, 0.86, 0.0944, 0.84, 0.1151
model-1602332482, 1602332516.886, 0.89, 0.0721, 0.83, 0.1217
model-1602332482, 1602332516.928, 0.86, 0.0857, 0.78, 0.1617
model-1602332482, 1602332516.971, 0.85, 0.1187, 0.8, 0.1468
model-1602332482, 1602332517.012, 0.85, 0.114, 0.73, 0.1701
model-1602332482, 1602332517.055, 0.87, 0.1039, 0.82, 0.1359
model-1602332482, 1602332517.103, 0.87, 0.1193, 0.82, 0.124
model-1602332482, 1602332517.145, 0.88, 0.0928, 0.75, 0.1507
model-1602332482, 1602332517.188, 0.85, 0.0923, 0.78, 0.1531
model-1602332482, 1602332517.234, 0.85, 0.1071, 0.8, 0.1288
model-1602332482, 1602332517.277, 0.88, 0.1004, 0.77, 0.1659
model-1602332482, 1602332517.319, 0.84, 0.1201, 0.81, 0.1493
model-1602332482, 1602332517.363, 0.89, 0.091, 0.81, 0.1329
model-1602332482, 1602332517.407, 0.89, 0.0987, 0.81, 0.1334
model-1602332482, 1602332517.45, 0.84, 0.1179, 0.7, 0.1836
model-1602332482, 1602332517.496, 0.81, 0.1249, 0.77, 0.1508
model-1602332482, 1602332517.541, 0.86, 0.1047, 0.78, 0.1298
model-1602332482, 1602332517.591, 0.84, 0.0985, 0.78, 0.1427
model-1602332482, 1602332517.64, 0.88, 0.0903, 0.83, 0.1109
model-1602332482, 1602332517.685, 0.92, 0.0601, 0.8, 0.1403
model-1602332482, 1602332517.728, 0.89, 0.0914, 0.75, 0.1672
model-1602332482, 1602332517.775, 0.84, 0.1264, 0.82, 0.1395
model-1602332482, 1602332517.818, 0.88, 0.0868, 0.74, 0.1656
model-1602332482, 1602332517.862, 0.94, 0.0528, 0.79, 0.1424
model-1602332482, 1602332517.908, 0.92, 0.0874, 0.86, 0.0896
model-1602332482, 1602332517.953, 0.88, 0.0829, 0.83, 0.1114
model-1602332482, 1602332517.999, 0.91, 0.0743, 0.82, 0.1237
model-1602332482, 1602332518.044, 0.87, 0.0926, 0.81, 0.1162
model-1602332482, 1602332518.088, 0.83, 0.1048, 0.83, 0.1231
model-1602332482, 1602332518.13, 0.9, 0.0776, 0.86, 0.0919
model-1602332482, 1602332518.177, 0.89, 0.0898, 0.78, 0.1589
model-1602332482, 1602332518.222, 0.85, 0.0968, 0.88, 0.1155
model-1602332482, 1602332518.266, 0.86, 0.1, 0.83, 0.127
model-1602332482, 1602332518.309, 0.83, 0.1241, 0.81, 0.135
model-1602332482, 1602332518.351, 0.9, 0.0841, 0.79, 0.1254
model-1602332482, 1602332518.392, 0.85, 0.1258, 0.83, 0.1179
model-1602332482, 1602332518.435, 0.85, 0.1103, 0.83, 0.1392
model-1602332482, 1602332518.478, 0.82, 0.1169, 0.83, 0.1192
model-1602332482, 1602332518.519, 0.94, 0.0415, 0.77, 0.1343
model-1602332482, 1602332518.563, 0.94, 0.0496, 0.83, 0.1262
model-1602332482, 1602332518.608, 0.9, 0.0897, 0.87, 0.1069
model-1602332482, 1602332518.651, 0.89, 0.0784, 0.79, 0.1603
model-1602332482, 1602332518.714, 0.86, 0.0914, 0.81, 0.1452
model-1602332482, 1602332518.76, 0.93, 0.0702, 0.75, 0.1644
model-1602332482, 1602332518.802, 0.88, 0.1002, 0.83, 0.125
model-1602332482, 1602332518.844, 0.88, 0.0755, 0.77, 0.1675
model-1602332482, 1602332518.885, 0.79, 0.1317, 0.78, 0.1621
model-1602332482, 1602332518.928, 0.82, 0.1328, 0.8, 0.1446
model-1602332482, 1602332518.971, 0.88, 0.0979, 0.81, 0.1221
model-1602332482, 1602332519.013, 0.83, 0.1225, 0.85, 0.1069
model-1602332482, 1602332519.056, 0.88, 0.0762, 0.75, 0.1518
model-1602332482, 1602332519.103, 0.88, 0.0899, 0.81, 0.1297
model-1602332482, 1602332519.147, 0.82, 0.1059, 0.78, 0.1456
model-1602332482, 1602332519.192, 0.92, 0.0632, 0.82, 0.1347
model-1602332482, 1602332519.237, 0.85, 0.0986, 0.82, 0.1354
model-1602332482, 1602332519.282, 0.85, 0.1059, 0.81, 0.1305
model-1602332482, 1602332519.324, 0.82, 0.114, 0.8, 0.1329
model-1602332482, 1602332519.369, 0.89, 0.0874, 0.77, 0.1559
model-1602332482, 1602332519.413, 0.9, 0.0695, 0.83, 0.12
model-1602332482, 1602332519.456, 0.87, 0.1058, 0.8, 0.1378
model-1602332482, 1602332519.503, 0.89, 0.0897, 0.82, 0.129
