model-1602332482, 1602332491.645, 0.8, 0.1272, 0.75, 0.1462
model-1602332482, 1602332491.686, 0.87, 0.0998, 0.76, 0.1499
model-1602332482, 1602332491.73, 0.74, 0.1661, 0.79, 0.1705
model-1602332482, 1602332491.775, 0.77, 0.1498, 0.8, 0.1423
model-1602332482, 1602332491.819, 0.89, 0.0985, 0.83, 0.1443
model-1602332482, 1602332491.868, 0.81, 0.1373, 0.86, 0.1241
model-1602332482, 1602332491.91, 0.8, 0.1367, 0.77, 0.1569
model-1602332482, 1602332491.953, 0.81, 0.1429, 0.85, 0.1256
model-1602332482, 1602332492.008, 0.82, 0.1343, 0.85, 0.1184
model-1602332482, 1602332492.055, 0.86, 0.1106, 0.78, 0.1316
model-1602332482, 1602332492.099, 0.81, 0.1257, 0.79, 0.1404
model-1602332482, 1602332492.146, 0.84, 0.1169, 0.85, 0.1057
model-1602332482, 1602332492.19, 0.85, 0.12, 0.84, 0.118
model-1602332482, 1602332492.232, 0.85, 0.1129, 0.81, 0.1218
model-1602332482, 1602332492.277, 0.75, 0.1715, 0.81, 0.1356
model-1602332482, 1602332492.319, 0.79, 0.1388, 0.86, 0.1216
model-1602332482, 1602332492.374, 0.81, 0.1288, 0.79, 0.1353
model-1602332482, 1602332492.418, 0.9, 0.0971, 0.85, 0.11
model-1602332482, 1602332492.466, 0.76, 0.1378, 0.81, 0.1384
model-1602332482, 1602332492.516, 0.85, 0.1121, 0.78, 0.1403
model-1602332482, 1602332492.566, 0.86, 0.1089, 0.74, 0.1486
model-1602332482, 1602332492.622, 0.75, 0.1419, 0.85, 0.1125
model-1602332482, 1602332492.673, 0.79, 0.1502, 0.86, 0.1191
model-1602332482, 1602332492.724, 0.79, 0.1465, 0.81, 0.1336
model-1602332482, 1602332492.769, 0.86, 0.1278, 0.81, 0.1143
model-1602332482, 1602332492.814, 0.85, 0.1116, 0.84, 0.1083
model-1602332482, 1602332492.861, 0.76, 0.1467, 0.89, 0.0887
model-1602332482, 1602332492.909, 0.8, 0.1373, 0.91, 0.0947
model-1602332482, 1602332492.954, 0.71, 0.1788, 0.82, 0.1318
model-1602332482, 1602332493.001, 0.88, 0.1034, 0.84, 0.1172
model-1602332482, 1602332493.047, 0.83, 0.1179, 0.82, 0.1172
model-1602332482, 1602332493.095, 0.83, 0.1385, 0.8, 0.1436
model-1602332482, 1602332493.14, 0.85, 0.1179, 0.79, 0.1287
model-1602332482, 1602332493.185, 0.78, 0.1403, 0.83, 0.1252
model-1602332482, 1602332493.231, 0.78, 0.1339, 0.82, 0.1308
model-1602332482, 1602332493.277, 0.8, 0.1393, 0.78, 0.1444
model-1602332482, 1602332493.327, 0.86, 0.1141, 0.8, 0.1314
model-1602332482, 1602332493.378, 0.8, 0.1547, 0.85, 0.1071
model-1602332482, 1602332493.427, 0.85, 0.1249, 0.87, 0.1189
model-1602332482, 1602332493.471, 0.85, 0.1292, 0.8, 0.1372
model-1602332482, 1602332493.515, 0.81, 0.1512, 0.83, 0.1194
model-1602332482, 1602332493.562, 0.81, 0.135, 0.84, 0.1236
model-1602332482, 1602332493.61, 0.85, 0.1188, 0.79, 0.1601
model-1602332482, 1602332493.664, 0.8, 0.1585, 0.79, 0.1454
model-1602332482, 1602332493.719, 0.81, 0.1315, 0.82, 0.1114
model-1602332482, 1602332493.763, 0.85, 0.1079, 0.81, 0.1368
model-1602332482, 1602332493.809, 0.85, 0.1117, 0.84, 0.1158
model-1602332482, 1602332493.856, 0.78, 0.1572, 0.84, 0.1474
model-1602332482, 1602332493.903, 0.76, 0.1657, 0.8, 0.1441
model-1602332482, 1602332493.949, 0.81, 0.1267, 0.83, 0.1024
model-1602332482, 1602332493.992, 0.83, 0.1338, 0.84, 0.1183
model-1602332482, 1602332494.039, 0.86, 0.105, 0.75, 0.156
model-1602332482, 1602332494.088, 0.89, 0.1065, 0.8, 0.1487
model-1602332482, 1602332494.138, 0.86, 0.1159, 0.78, 0.1333
model-1602332482, 1602332494.184, 0.76, 0.1496, 0.81, 0.1351
model-1602332482, 1602332494.229, 0.78, 0.132, 0.79, 0.1464
model-1602332482, 1602332494.279, 0.82, 0.1159, 0.82, 0.1277
model-1602332482, 1602332494.33, 0.69, 0.2326, 0.77, 0.1335
model-1602332482, 1602332494.38, 0.75, 0.1843, 0.77, 0.1504
model-1602332482, 1602332494.43, 0.72, 0.1833, 0.82, 0.1373
model-1602332482, 1602332494.48, 0.78, 0.1531, 0.79, 0.1375
model-1602332482, 1602332494.529, 0.82, 0.1324, 0.77, 0.1633
model-1602332482, 1602332494.58, 0.8, 0.1448, 0.81, 0.142
model-1602332482, 1602332494.633, 0.77, 0.1475, 0.83, 0.1236
model-1602332482, 1602332494.69, 0.77, 0.1633, 0.87, 0.1101
model-1602332482, 1602332494.739, 0.79, 0.1291, 0.8, 0.1374
model-1602332482, 1602332494.783, 0.77, 0.1424, 0.79, 0.1454
model-1602332482, 1602332494.827, 0.76, 0.1448, 0.8, 0.1383
model-1602332482, 1602332494.871, 0.86, 0.1273, 0.78, 0.151
model-1602332482, 1602332494.916, 0.79, 0.133, 0.79, 0.1492
model-1602332482, 1602332494.96, 0.76, 0.1518, 0.82, 0.1309
model-1602332482, 1602332495.005, 0.85, 0.115, 0.82, 0.1288
model-1602332482, 1602332495.047, 0.84, 0.1167, 0.82, 0.1285
model-1602332482, 1602332495.09, 0.86, 0.105, 0.76, 0.1521
model-1602332482, 1602332495.138, 0.89, 0.0976, 0.81, 0.1193
model-1602332482, 1602332495.184, 0.81, 0.13, 0.78, 0.1401
model-1602332482, 1602332495.233, 0.76, 0.1584, 0.84, 0.1254
model-1602332482, 1602332495.279, 0.85, 0.1, 0.85, 0.1268
model-1602332482, 1602332495.328, 0.81, 0.1139, 0.8, 0.1155
model-1602332482, 1602332495.381, 0.78, 0.1485, 0.8, 0.1444
model-1602332482, 1602332495.431, 0.81, 0.147, 0.83, 0.1148
model-1602332482, 1602332495.466, 0.87, 0.1138, 0.78, 0.1376
model-1602332482, 1602332495.514, 0.83, 0.0984, 0.78, 0.1495
model-1602332482, 1602332495.561, 0.83, 0.1208, 0.82, 0.1216
model-1602332482, 1602332495.608, 0.79, 0.1422, 0.75, 0.1626
model-1602332482, 1602332495.657, 0.76, 0.1443, 0.81, 0.1259
model-1602332482, 1602332495.703, 0.87, 0.0994, 0.8, 0.1384
model-1602332482, 1602332495.75, 0.85, 0.1125, 0.86, 0.1144
model-1602332482, 1602332495.799, 0.8, 0.1501, 0.83, 0.137
model-1602332482, 1602332495.847, 0.85, 0.1191, 0.82, 0.1241
model-1602332482, 1602332495.895, 0.81, 0.1254, 0.83, 0.1227
model-1602332482, 1602332495.942, 0.77, 0.1358, 0.78, 0.1342
model-1602332482, 1602332495.987, 0.86, 0.1052, 0.84, 0.1077
model-1602332482, 1602332496.031, 0.92, 0.0794, 0.9, 0.1036
model-1602332482, 1602332496.081, 0.87, 0.0994, 0.86, 0.0931
model-1602332482, 1602332496.13, 0.87, 0.0904, 0.86, 0.1121
model-1602332482, 1602332496.179, 0.84, 0.1199, 0.82, 0.1209
model-1602332482, 1602332496.223, 0.78, 0.1493, 0.84, 0.1257
model-1602332482, 1602332496.269, 0.9, 0.0963, 0.8, 0.1202
model-1602332482, 1602332496.318, 0.82, 0.1312, 0.81, 0.1319
model-1602332482, 1602332496.376, 0.85, 0.1099, 0.79, 0.144
model-1602332482, 1602332496.423, 0.83, 0.1167, 0.84, 0.1273
model-1602332482, 1602332496.471, 0.81, 0.1316, 0.8, 0.1479
model-1602332482, 1602332496.516, 0.83, 0.1063, 0.75, 0.1562
model-1602332482, 1602332496.561, 0.78, 0.1318, 0.81, 0.1282
model-1602332482, 1602332496.608, 0.85, 0.1165, 0.86, 0.1079
model-1602332482, 1602332496.652, 0.89, 0.0895, 0.74, 0.1575
model-1602332482, 1602332496.697, 0.86, 0.103, 0.8, 0.1315
model-1602332482, 1602332496.747, 0.85, 0.1145, 0.78, 0.1306
model-1602332482, 1602332496.79, 0.82, 0.1466, 0.74, 0.16
model-1602332482, 1602332496.832, 0.83, 0.1315, 0.82, 0.1309
model-1602332482, 1602332496.875, 0.83, 0.115, 0.81, 0.1437
model-1602332482, 1602332496.918, 0.82, 0.137, 0.85, 0.1072
model-1602332482, 1602332496.962, 0.85, 0.1065, 0.9, 0.1032
model-1602332482, 1602332497.006, 0.87, 0.1085, 0.83, 0.1249
model-1602332482, 1602332497.05, 0.8, 0.1349, 0.81, 0.13
model-1602332482, 1602332497.097, 0.84, 0.1093, 0.82, 0.1243
model-1602332482, 1602332497.142, 0.82, 0.1197, 0.82, 0.1166
model-1602332482, 1602332497.187, 0.86, 0.1016, 0.78, 0.1459
model-1602332482, 1602332497.232, 0.82, 0.127, 0.79, 0.1385
model-1602332482, 1602332497.279, 0.83, 0.1396, 0.82, 0.1224
model-1602332482, 1602332497.322, 0.81, 0.1265, 0.85, 0.1071
model-1602332482, 1602332497.368, 0.91, 0.0771, 0.79, 0.1564
model-1602332482, 1602332497.417, 0.81, 0.1255, 0.83, 0.1218
model-1602332482, 1602332497.462, 0.83, 0.1279, 0.87, 0.1072
model-1602332482, 1602332497.506, 0.85, 0.1117, 0.82, 0.125
model-1602332482, 1602332497.551, 0.85, 0.1162, 0.79, 0.1318
model-1602332482, 1602332497.598, 0.77, 0.1418, 0.79, 0.125
model-1602332482, 1602332497.646, 0.82, 0.1188, 0.84, 0.1085
model-1602332482, 1602332497.701, 0.87, 0.0998, 0.87, 0.0987
model-1602332482, 1602332497.75, 0.83, 0.104, 0.79, 0.146
model-1602332482, 1602332497.797, 0.89, 0.1022, 0.84, 0.1087
model-1602332482, 1602332497.848, 0.88, 0.0969, 0.76, 0.1596
model-1602332482, 1602332497.904, 0.82, 0.1385, 0.81, 0.1421
model-1602332482, 1602332497.957, 0.84, 0.1088, 0.8, 0.1098
model-1602332482, 1602332498.008, 0.86, 0.1077, 0.8, 0.1353
model-1602332482, 1602332498.066, 0.87, 0.1127, 0.84, 0.1196
model-1602332482, 1602332498.118, 0.84, 0.1289, 0.81, 0.1321
model-1602332482, 1602332498.168, 0.86, 0.1076, 0.79, 0.1425
model-1602332482, 1602332498.215, 0.79, 0.1605, 0.82, 0.1153
model-1602332482, 1602332498.265, 0.82, 0.1108, 0.81, 0.1423
model-1602332482, 1602332498.315, 0.77, 0.1774, 0.79, 0.1498
model-1602332482, 1602332498.363, 0.77, 0.1746, 0.84, 0.1244
model-1602332482, 1602332498.409, 0.88, 0.108, 0.83, 0.1261
model-1602332482, 1602332498.459, 0.91, 0.0774, 0.8, 0.1421
model-1602332482, 1602332498.508, 0.89, 0.0836, 0.8, 0.1417
model-1602332482, 1602332498.565, 0.86, 0.12, 0.78, 0.1443
model-1602332482, 1602332498.612, 0.83, 0.1038, 0.79, 0.1494
model-1602332482, 1602332498.66, 0.83, 0.1283, 0.77, 0.1431
model-1602332482, 1602332498.707, 0.91, 0.0968, 0.87, 0.1082
model-1602332482, 1602332498.75, 0.81, 0.1302, 0.75, 0.1664
model-1602332482, 1602332498.794, 0.92, 0.0842, 0.76, 0.1459
model-1602332482, 1602332498.836, 0.81, 0.155, 0.78, 0.1536
model-1602332482, 1602332498.88, 0.78, 0.1407, 0.83, 0.1057
model-1602332482, 1602332498.921, 0.84, 0.1235, 0.83, 0.1237
model-1602332482, 1602332498.972, 0.79, 0.1645, 0.8, 0.128
model-1602332482, 1602332499.016, 0.86, 0.1046, 0.83, 0.1147
model-1602332482, 1602332499.06, 0.89, 0.0964, 0.8, 0.135
model-1602332482, 1602332499.102, 0.89, 0.09, 0.79, 0.1272
model-1602332482, 1602332499.146, 0.86, 0.0983, 0.87, 0.1108
model-1602332482, 1602332499.191, 0.83, 0.1117, 0.76, 0.145
model-1602332482, 1602332499.235, 0.81, 0.1272, 0.85, 0.1289
model-1602332482, 1602332499.282, 0.8, 0.1296, 0.78, 0.1341
model-1602332482, 1602332499.326, 0.83, 0.1209, 0.81, 0.1121
model-1602332482, 1602332499.372, 0.9, 0.0819, 0.78, 0.141
model-1602332482, 1602332499.416, 0.86, 0.117, 0.88, 0.1033
model-1602332482, 1602332499.463, 0.86, 0.0997, 0.81, 0.1388
model-1602332482, 1602332499.508, 0.8, 0.1166, 0.85, 0.1218
model-1602332482, 1602332499.554, 0.86, 0.0982, 0.86, 0.099
model-1602332482, 1602332499.596, 0.83, 0.106, 0.82, 0.1267
model-1602332482, 1602332499.639, 0.88, 0.1017, 0.87, 0.1182
model-1602332482, 1602332499.685, 0.81, 0.1448, 0.78, 0.1408
model-1602332482, 1602332499.73, 0.87, 0.1003, 0.83, 0.1003
model-1602332482, 1602332499.772, 0.83, 0.1186, 0.86, 0.1077
model-1602332482, 1602332499.819, 0.87, 0.0969, 0.82, 0.1394
model-1602332482, 1602332499.864, 0.86, 0.0988, 0.89, 0.0905
model-1602332482, 1602332499.91, 0.88, 0.0869, 0.77, 0.1602
model-1602332482, 1602332499.957, 0.92, 0.085, 0.79, 0.1524
model-1602332482, 1602332500.0, 0.87, 0.0963, 0.86, 0.1074
model-1602332482, 1602332500.042, 0.85, 0.1087, 0.86, 0.1175
model-1602332482, 1602332500.09, 0.83, 0.113, 0.8, 0.1332
model-1602332482, 1602332500.132, 0.79, 0.1571, 0.76, 0.1515
model-1602332482, 1602332500.178, 0.88, 0.0874, 0.8, 0.1182
model-1602332482, 1602332500.221, 0.87, 0.106, 0.79, 0.1411
model-1602332482, 1602332500.267, 0.84, 0.1293, 0.8, 0.126
model-1602332482, 1602332500.313, 0.87, 0.114, 0.84, 0.1177
model-1602332482, 1602332500.359, 0.84, 0.1325, 0.73, 0.1509
model-1602332482, 1602332500.403, 0.89, 0.0959, 0.83, 0.1096
model-1602332482, 1602332500.448, 0.88, 0.1046, 0.84, 0.1296
model-1602332482, 1602332500.494, 0.83, 0.1247, 0.82, 0.1023
model-1602332482, 1602332500.536, 0.83, 0.1174, 0.82, 0.1268
model-1602332482, 1602332500.582, 0.89, 0.0936, 0.86, 0.1206
model-1602332482, 1602332500.627, 0.83, 0.1142, 0.83, 0.1322
model-1602332482, 1602332500.671, 0.86, 0.0939, 0.83, 0.1336
model-1602332482, 1602332500.713, 0.83, 0.0954, 0.85, 0.1142
model-1602332482, 1602332500.755, 0.8, 0.1381, 0.85, 0.122
model-1602332482, 1602332500.8, 0.84, 0.1109, 0.8, 0.12
model-1602332482, 1602332500.845, 0.87, 0.0952, 0.85, 0.1202
model-1602332482, 1602332500.889, 0.92, 0.0743, 0.85, 0.1106
model-1602332482, 1602332500.93, 0.88, 0.0863, 0.83, 0.1379
model-1602332482, 1602332500.971, 0.81, 0.1214, 0.81, 0.1266
model-1602332482, 1602332501.015, 0.81, 0.1211, 0.83, 0.133
model-1602332482, 1602332501.061, 0.78, 0.1376, 0.86, 0.1171
model-1602332482, 1602332501.103, 0.85, 0.1058, 0.81, 0.1309
model-1602332482, 1602332501.149, 0.89, 0.0862, 0.73, 0.1504
model-1602332482, 1602332501.193, 0.77, 0.1614, 0.77, 0.1391
model-1602332482, 1602332501.236, 0.82, 0.1277, 0.86, 0.1075
model-1602332482, 1602332501.282, 0.83, 0.1294, 0.83, 0.1339
model-1602332482, 1602332501.326, 0.87, 0.1132, 0.79, 0.1298
model-1602332482, 1602332501.37, 0.86, 0.1031, 0.78, 0.1377
model-1602332482, 1602332501.415, 0.8, 0.1338, 0.85, 0.1061
model-1602332482, 1602332501.458, 0.83, 0.1095, 0.88, 0.1057
model-1602332482, 1602332501.506, 0.88, 0.0959, 0.76, 0.1337
model-1602332482, 1602332501.552, 0.9, 0.0931, 0.89, 0.1044
model-1602332482, 1602332501.596, 0.84, 0.1184, 0.85, 0.1006
model-1602332482, 1602332501.639, 0.78, 0.1398, 0.84, 0.1266
model-1602332482, 1602332501.684, 0.87, 0.0842, 0.75, 0.1545
model-1602332482, 1602332501.729, 0.9, 0.0795, 0.82, 0.1335
model-1602332482, 1602332501.772, 0.89, 0.1033, 0.85, 0.1356
model-1602332482, 1602332501.82, 0.81, 0.1237, 0.8, 0.1284
model-1602332482, 1602332501.868, 0.83, 0.1225, 0.8, 0.1352
model-1602332482, 1602332501.912, 0.8, 0.1337, 0.87, 0.0958
model-1602332482, 1602332501.955, 0.89, 0.083, 0.78, 0.1482
model-1602332482, 1602332502.0, 0.86, 0.126, 0.8, 0.1347
model-1602332482, 1602332502.041, 0.85, 0.1142, 0.81, 0.1291
model-1602332482, 1602332502.088, 0.84, 0.1172, 0.86, 0.1099
model-1602332482, 1602332502.131, 0.92, 0.0701, 0.83, 0.1222
model-1602332482, 1602332502.175, 0.79, 0.1416, 0.83, 0.1004
model-1602332482, 1602332502.22, 0.81, 0.1285, 0.85, 0.1005
model-1602332482, 1602332502.262, 0.91, 0.0868, 0.78, 0.1514
model-1602332482, 1602332502.306, 0.81, 0.1221, 0.84, 0.1294
model-1602332482, 1602332502.361, 0.83, 0.1208, 0.79, 0.1358
model-1602332482, 1602332502.404, 0.78, 0.1507, 0.87, 0.0986
model-1602332482, 1602332502.45, 0.81, 0.1405, 0.85, 0.1228
model-1602332482, 1602332502.493, 0.88, 0.1118, 0.82, 0.1356
model-1602332482, 1602332502.541, 0.83, 0.1028, 0.83, 0.1197
model-1602332482, 1602332502.591, 0.87, 0.1041, 0.84, 0.1115
